episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,oracle_correct_rate,oracle_cost,cum_queries,first_unguided_success
1,384,-0.5,0.0,16.67,1,0.0,0.0,1.0,45,
2,640,-1.9,0.0,10.0,1,0.0,0.0,1.0,68,
3,768,-3.1,0.0,16.67,2,0.0,0.5,1.0,78,
4,768,-4.1,0.0,25.0,3,0.0,0.6667,1.0,78,
5,896,-2.3,0.0,7.14,1,0.0,0.0,1.0,93,
6,896,-3.3,0.0,14.29,2,0.0,0.5,1.0,93,
7,960,-2.4,0.0,6.67,1,0.0,0.0,1.0,99,
8,960,-5.4,0.0,26.67,4,0.0,0.75,1.0,99,
9,960,9.5,1.0,6.67,1,0.0,1.0,1.0,99,
10,1152,-2.7,0.0,5.56,1,0.0,0.0,1.0,125,
11,1152,-3.7,0.0,11.11,2,0.0,0.5,1.0,125,
12,1152,6.2,1.0,22.22,4,0.25,1.0,1.0,125,
13,1280,-6.9,0.0,25.0,5,0.2,0.8,1.0,135,
14,1344,-4.0,0.0,9.52,2,0.5,0.5,1.0,140,
15,1408,-4.1,0.0,9.09,2,0.0,0.5,1.0,147,
16,1536,-3.3,0.0,4.17,1,0.0,0.0,1.0,161,
17,1536,-3.0,0.0,16.67,2,0.0,0.5,1.0,161,
18,1664,-5.5,0.0,11.54,3,0.3333,0.6667,1.0,168,
19,1664,-2.6,0.0,25.0,2,0.0,0.5,1.0,168,
20,1728,-4.6,0.0,7.41,2,0.0,0.5,1.0,177,
21,1728,-3.6,0.0,7.41,2,0.0,0.5,1.0,177,
22,1856,-5.8,0.0,13.79,4,0.0,0.75,1.0,193,
23,1856,-4.8,0.0,6.9,2,0.0,0.5,1.0,193,
24,1984,-6.0,0.0,9.68,3,0.0,0.6667,1.0,208,
25,2048,3.8,1.0,15.62,5,0.0,1.0,1.0,210,
26,2112,6.7,1.0,6.06,2,0.0,1.0,1.0,214,
27,2112,-5.2,0.0,6.06,2,0.0,0.5,1.0,214,
28,2240,-3.2,0.0,14.29,2,0.0,0.5,1.0,229,
29,2240,6.5,1.0,5.71,2,0.0,1.0,1.0,229,
30,2304,-1.9,0.0,4.76,1,0.0,0.0,1.0,233,
31,2304,-8.5,0.0,16.67,6,0.0,0.8333,1.0,233,
32,2368,-1.9,0.0,9.09,1,0.0,0.0,1.0,239,
33,2432,-5.7,0.0,5.26,2,0.0,0.5,1.0,246,
34,2560,-4.9,0.0,5.0,2,0.5,0.5,1.0,262,
35,2752,-2.5,0.0,28.57,2,0.0,0.5,1.0,285,
