episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,oracle_correct_rate,oracle_cost,cum_queries,first_unguided_success
1,384,-0.5,0.0,16.67,1,0.0,0.0,0.5,45,
2,640,-1.9,0.0,10.0,1,0.0,0.0,0.5,68,
3,768,-2.6,0.0,16.67,2,0.0,0.5,0.5,78,
4,896,-2.3,0.0,7.14,1,0.0,0.0,0.5,93,
5,960,-2.4,0.0,6.67,1,0.0,0.0,0.5,99,
6,960,-3.9,0.0,26.67,4,0.0,0.25,0.5,99,
7,1024,9.9,1.0,6.25,1,0.0,0.0,0.5,107,
8,1088,-3.1,0.0,11.76,2,0.5,0.0,0.5,116,
9,1152,-2.7,0.0,5.56,1,0.0,0.0,0.5,124,
10,1152,-3.2,0.0,11.11,2,0.0,0.5,0.5,124,
11,1280,-3.9,0.0,25.0,5,0.0,0.2,0.5,134,
12,1344,-3.5,0.0,9.52,2,0.0,0.0,0.5,139,
13,1408,-4.1,0.0,13.64,3,0.3333,0.0,0.5,146,
14,1408,-3.6,0.0,9.09,2,0.5,0.0,0.5,146,
15,1536,-3.3,0.0,4.17,1,0.0,0.0,0.5,160,
16,1728,-4.1,0.0,7.41,2,0.0,0.0,0.5,176,
17,1728,-3.1,0.0,7.41,2,0.0,0.0,0.5,176,
18,1792,-5.2,0.0,14.29,4,0.0,0.25,0.5,182,
19,1792,-3.2,0.0,7.14,2,0.5,0.0,0.5,182,
20,1856,-5.3,0.0,13.79,4,0.0,0.0,0.5,192,
21,2112,7.7,1.0,6.06,2,0.5,0.0,0.5,213,
22,2176,-2.3,0.0,20.0,2,0.0,0.0,0.5,221,
23,2240,-5.9,0.0,11.43,4,0.0,0.25,0.5,228,
24,2240,-6.4,0.0,14.29,5,0.0,0.2,0.5,228,
25,2304,5.9,1.0,13.89,5,0.0,0.2,0.5,233,
26,2304,-6.0,0.0,16.67,6,0.1667,0.3333,0.5,233,
27,2432,-4.2,0.0,5.26,2,0.0,0.0,0.5,246,
28,2432,-6.7,0.0,13.16,5,0.0,0.2,0.5,246,
