episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,oracle_correct_rate,oracle_cost,cum_queries,first_unguided_success
1,384,-0.5,0.0,16.67,1,0.0,0.0,0.3,45,
2,640,-1.9,0.0,10.0,1,0.0,0.0,0.3,68,
3,768,-2.4,0.0,16.67,2,0.0,0.5,0.3,78,
4,896,-2.3,0.0,7.14,1,0.0,0.0,0.3,93,
5,960,-2.4,0.0,6.67,1,0.0,0.0,0.3,99,
6,960,-3.3,0.0,26.67,4,0.0,0.25,0.3,99,
7,1024,10.1,1.0,6.25,1,0.0,0.0,0.3,107,
8,1088,-2.9,0.0,11.76,2,0.5,0.0,0.3,116,
9,1152,-2.7,0.0,5.56,1,0.0,0.0,0.3,124,
10,1152,-3.0,0.0,11.11,2,0.0,0.5,0.3,124,
11,1152,9.0,1.0,22.22,4,0.0,0.75,0.3,124,
12,1280,-3.1,0.0,25.0,5,0.0,0.2,0.3,134,
13,1344,-3.3,0.0,9.52,2,0.0,0.0,0.3,139,
14,1408,-3.7,0.0,13.64,3,0.3333,0.0,0.3,146,
15,1408,-3.4,0.0,9.09,2,0.0,0.5,0.3,146,
16,1536,-3.3,0.0,4.17,1,0.0,0.0,0.3,160,
17,1728,-3.9,0.0,7.41,2,0.0,0.0,0.3,176,
18,1728,8.1,1.0,14.81,4,0.0,0.5,0.3,176,
19,1728,-2.9,0.0,7.41,2,0.0,0.0,0.3,176,
20,1792,-4.6,0.0,14.29,4,0.0,0.25,0.3,182,
21,1792,-3.0,0.0,7.14,2,0.5,0.0,0.3,182,
22,1984,-4.6,0.0,9.68,3,0.0,0.6667,0.3,207,
23,2048,7.3,1.0,15.62,5,0.0,0.6,0.3,209,
24,2112,8.1,1.0,6.06,2,0.5,0.0,0.3,213,
25,2112,-4.5,0.0,6.06,2,0.0,0.5,0.3,213,
26,2304,-5.0,0.0,16.67,6,0.1667,0.3333,0.3,233,
27,2432,-4.0,0.0,5.26,2,0.0,0.0,0.3,246,
28,2496,-2.9,0.0,20.0,3,0.0,0.0,0.3,253,
29,2496,-6.0,0.0,12.82,5,0.0,0.2,0.3,253,
30,2560,-4.2,0.0,5.0,2,0.0,0.0,0.3,261,
31,2752,-5.8,0.0,6.98,3,0.6667,0.3333,0.3,284,
32,2880,-3.5,0.0,14.29,4,0.25,0.0,0.3,297,
33,2880,-5.9,0.0,12.82,5,0.0,0.6,0.3,297,
34,2944,-5.4,0.0,8.7,4,0.0,0.75,0.3,301,
35,3008,-5.2,0.0,6.38,3,0.0,0.0,0.3,305,
36,3072,-3.9,0.0,7.14,2,0.5,0.5,0.3,312,
37,3136,-6.0,0.0,10.2,5,0.0,0.2,0.3,321,
38,3200,-5.9,0.0,6.0,3,0.6667,0.6667,0.3,331,
39,3200,-5.8,0.0,12.0,6,0.1667,0.5,0.3,331,
40,3200,-5.9,0.0,6.0,3,0.0,0.3333,0.3,331,
41,3200,-6.5,0.0,10.0,5,0.4,0.8,0.3,331,
42,3200,-6.5,0.0,10.0,5,0.2,0.6,0.3,331,
43,3200,-5.9,0.0,6.0,3,0.3333,0.6667,0.3,331,
44,3200,-6.8,0.0,12.0,6,0.0,0.5,0.3,331,
45,3200,-6.8,0.0,12.0,6,0.0,1.0,0.3,331,
46,3200,-6.2,0.0,8.0,4,0.75,0.75,0.3,331,
47,3200,-5.6,0.0,4.0,2,0.0,0.5,0.3,331,
48,3200,-5.9,0.0,6.0,3,0.0,0.6667,0.3,331,
49,3200,-6.2,0.0,8.0,4,0.25,0.25,0.3,331,
50,3200,-5.5,0.0,10.0,5,0.2,0.4,0.3,331,
51,3200,-6.5,0.0,10.0,5,0.0,0.6,0.3,331,
52,3200,-6.8,0.0,12.0,6,0.0,0.3333,0.3,331,
53,3200,-7.1,0.0,14.0,7,0.2857,0.4286,0.3,331,
54,3200,-6.7,0.0,18.0,9,0.2222,0.5556,0.3,331,
55,3200,-6.5,0.0,10.0,5,0.2,0.6,0.3,331,
56,3200,-5.9,0.0,6.0,3,0.0,0.6667,0.3,331,
57,3200,-5.9,0.0,6.0,3,0.6667,0.3333,0.3,331,
58,3200,-5.5,0.0,10.0,5,0.2,0.2,0.3,331,
59,3200,-6.5,0.0,10.0,5,0.2,0.6,0.3,331,
60,3200,-6.5,0.0,10.0,5,0.2,0.0,0.3,331,
61,3200,-7.7,0.0,18.0,9,0.0,0.1111,0.3,331,
62,3200,-5.8,0.0,12.0,6,0.3333,0.6667,0.3,331,
63,3200,-6.5,0.0,6.0,3,0.0,0.3333,0.3,331,
64,3200,-7.4,0.0,16.0,8,0.125,0.5,0.3,331,
65,3200,-6.2,0.0,8.0,4,0.0,0.5,0.3,331,
66,3200,-5.5,0.0,10.0,5,0.0,0.2,0.3,331,
67,3200,-6.5,0.0,10.0,5,0.2,0.4,0.3,331,
68,3200,-6.1,0.0,14.0,7,0.4286,0.2857,0.3,331,
69,3584,-3.3,0.0,4.0,1,0.0,0.0,0.3,362,
70,3648,8.2,1.0,20.83,5,0.0,0.4,0.3,369,
