episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,oracle_correct_rate,oracle_cost,cum_queries,first_unguided_success
1,384,-0.5,0.0,16.67,1,0.0,0.0,0.3,45,
2,640,-1.9,0.0,10.0,1,0.0,0.0,0.3,68,
3,768,-2.4,0.0,16.67,2,0.0,0.5,0.3,78,
4,768,-2.7,0.0,25.0,3,0.0,0.6667,0.3,78,
5,896,-2.3,0.0,7.14,1,0.0,0.0,0.3,93,
6,896,-2.6,0.0,14.29,2,0.0,0.5,0.3,93,
7,960,-2.4,0.0,6.67,1,0.0,0.0,0.3,99,
8,960,-3.3,0.0,26.67,4,0.0,0.25,0.3,99,
9,1024,10.1,1.0,6.25,1,0.0,0.0,0.3,107,
10,1088,-2.9,0.0,11.76,2,0.5,0.0,0.3,116,
11,1152,-2.7,0.0,5.56,1,0.0,0.0,0.3,124,
12,1152,-3.0,0.0,11.11,2,0.0,0.5,0.3,124,
13,1152,9.0,1.0,22.22,4,0.0,0.75,0.3,124,
14,1280,-4.1,0.0,25.0,5,0.0,0.6,0.3,134,
15,1344,-3.3,0.0,9.52,2,0.5,0.5,0.3,139,
16,1408,-3.7,0.0,13.64,3,0.3333,0.0,0.3,146,
17,1408,-3.4,0.0,9.09,2,0.0,0.5,0.3,146,
18,1536,-3.3,0.0,4.17,1,0.0,0.0,0.3,160,
19,1536,-2.3,0.0,16.67,2,0.0,0.5,0.3,160,
20,1664,-4.1,0.0,11.54,3,0.3333,0.6667,0.3,167,
21,1728,-3.9,0.0,7.41,2,0.0,0.5,0.3,176,
22,1728,-2.9,0.0,7.41,2,0.0,0.5,0.3,176,
23,1792,-3.0,0.0,7.14,2,0.5,0.0,0.3,182,
24,1856,-4.1,0.0,6.9,2,0.0,0.5,0.3,192,
25,1920,-2.4,0.0,15.38,2,0.0,0.5,0.3,199,
26,1984,-4.6,0.0,9.68,3,0.0,0.6667,0.3,206,
27,2048,7.3,1.0,15.62,5,0.0,0.6,0.3,208,
28,2112,8.1,1.0,6.06,2,0.5,0.5,0.3,212,
29,2112,-4.5,0.0,6.06,2,0.0,0.5,0.3,212,
30,2304,-1.9,0.0,4.76,1,0.0,0.0,0.3,232,
31,2304,-5.0,0.0,16.67,6,0.1667,0.5,0.3,232,
32,2304,-1.6,0.0,12.5,1,0.0,0.0,0.3,232,
33,2432,-4.0,0.0,5.26,2,0.0,0.0,0.3,244,
34,2560,-4.2,0.0,5.0,2,0.0,0.0,0.3,260,
35,2816,-6.2,0.0,9.09,4,0.0,0.75,0.3,289,
36,2880,-5.9,0.0,12.82,5,0.0,0.6,0.3,296,
37,2944,-5.4,0.0,8.7,4,0.0,0.75,0.3,300,
38,3008,-5.2,0.0,6.38,3,0.0,0.0,0.3,304,
39,3008,-8.0,0.0,19.15,9,0.2222,0.5556,0.3,304,
40,3072,-2.9,0.0,4.76,1,0.0,0.0,0.3,311,
41,3072,-3.2,0.0,26.67,4,0.0,0.5,0.3,311,
42,3136,-3.7,0.0,13.04,3,0.0,0.6667,0.3,319,
43,3200,-5.9,0.0,6.0,3,0.6667,0.6667,0.3,329,
44,3200,-5.9,0.0,6.0,3,0.0,0.3333,0.3,329,
45,3200,-7.4,0.0,16.0,8,0.0,0.5,0.3,329,
46,3200,-6.5,0.0,10.0,5,0.4,0.8,0.3,329,
47,3200,-6.5,0.0,10.0,5,0.4,1.0,0.3,329,
48,3200,-5.9,0.0,6.0,3,0.0,1.0,0.3,329,
49,3200,-7.1,0.0,14.0,7,0.1429,0.7143,0.3,329,
50,3200,-5.8,0.0,12.0,6,0.1667,1.0,0.3,329,
51,3200,-6.8,0.0,12.0,6,0.0,1.0,0.3,329,
52,3200,-6.2,0.0,8.0,4,0.5,1.0,0.3,329,
53,3200,-5.6,0.0,4.0,2,0.5,1.0,0.3,329,
54,3200,-5.9,0.0,6.0,3,0.0,1.0,0.3,329,
55,3200,-5.2,0.0,8.0,4,0.0,0.75,0.3,329,
56,3200,-5.5,0.0,10.0,5,0.4,1.0,0.3,329,
57,3200,-6.5,0.0,10.0,5,0.0,0.8,0.3,329,
58,3200,-6.8,0.0,12.0,6,0.0,0.5,0.3,329,
59,3200,-7.1,0.0,14.0,7,0.7143,0.7143,0.3,329,
60,3200,-6.5,0.0,10.0,5,0.2,0.8,0.3,329,
61,3200,-5.9,0.0,6.0,3,0.0,1.0,0.3,329,
62,3200,-5.9,0.0,6.0,3,0.6667,0.3333,0.3,329,
63,3200,-5.5,0.0,10.0,5,0.6,0.8,0.3,329,
64,3200,-6.5,0.0,10.0,5,0.2,0.6,0.3,329,
65,3200,-5.5,0.0,10.0,5,0.2,0.6,0.3,329,
66,3200,-6.8,0.0,12.0,6,0.3333,0.6667,0.3,329,
67,3200,-5.9,0.0,6.0,3,0.0,1.0,0.3,329,
68,3200,-6.4,0.0,16.0,8,0.125,0.875,0.3,329,
69,3200,-6.1,0.0,14.0,7,0.1429,0.7143,0.3,329,
70,3200,-6.2,0.0,8.0,4,0.0,1.0,0.3,329,
