episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,oracle_correct_rate,oracle_cost,cum_queries,first_unguided_success
1,384,-0.5,0.0,16.67,1,0.0,0.0,0.3,45,
2,640,-1.9,0.0,10.0,1,0.0,0.0,0.3,68,
3,768,-2.4,0.0,16.67,2,0.0,0.5,0.3,78,
4,896,-2.3,0.0,7.14,1,0.0,0.0,0.3,93,
5,960,-2.4,0.0,6.67,1,0.0,0.0,0.3,99,
6,960,-3.3,0.0,26.67,4,0.0,0.25,0.3,99,
7,1024,10.1,1.0,6.25,1,0.0,0.0,0.3,107,
8,1088,-2.9,0.0,11.76,2,0.5,0.0,0.3,116,
9,1152,-2.7,0.0,5.56,1,0.0,0.0,0.3,124,
10,1152,-3.0,0.0,11.11,2,0.0,0.5,0.3,124,
11,1280,-3.1,0.0,25.0,5,0.0,0.2,0.3,134,
12,1344,-3.3,0.0,9.52,2,0.0,0.0,0.3,139,
13,1408,-3.7,0.0,13.64,3,0.3333,0.0,0.3,146,
14,1408,-3.4,0.0,9.09,2,0.5,0.0,0.3,146,
15,1536,-3.3,0.0,4.17,1,0.0,0.0,0.3,160,
16,1728,-3.9,0.0,7.41,2,0.0,0.0,0.3,176,
17,1728,-2.9,0.0,7.41,2,0.0,0.0,0.3,176,
18,1792,-4.6,0.0,14.29,4,0.0,0.25,0.3,182,
19,1792,-3.0,0.0,7.14,2,0.5,0.0,0.3,182,
20,1856,-4.7,0.0,13.79,4,0.0,0.0,0.3,192,
21,2112,8.1,1.0,6.06,2,0.5,0.0,0.3,213,
22,2176,-2.1,0.0,20.0,2,0.0,0.0,0.3,221,
23,2240,-5.3,0.0,11.43,4,0.0,0.25,0.3,228,
24,2240,-5.6,0.0,14.29,5,0.0,0.2,0.3,228,
25,2304,6.9,1.0,13.89,5,0.0,0.2,0.3,233,
26,2304,-5.0,0.0,16.67,6,0.1667,0.3333,0.3,233,
27,2432,-4.0,0.0,5.26,2,0.0,0.0,0.3,246,
28,2432,-5.9,0.0,13.16,5,0.0,0.2,0.3,246,
29,2496,-1.3,0.0,20.0,1,0.0,0.0,0.3,253,
30,2496,-6.0,0.0,12.82,5,0.0,0.2,0.3,253,
31,2560,-4.2,0.0,5.0,2,0.0,0.0,0.3,261,
32,2752,-5.8,0.0,6.98,3,0.3333,0.0,0.3,284,
33,2880,-3.5,0.0,14.29,4,0.25,0.0,0.3,297,
34,2944,-5.4,0.0,8.7,4,0.0,0.25,0.3,301,
35,3008,-5.2,0.0,6.38,3,0.0,0.0,0.3,305,
36,3072,6.3,1.0,6.25,3,0.0,0.3333,0.3,312,
37,3072,-3.2,0.0,26.67,4,0.25,0.25,0.3,312,
38,3136,-5.4,0.0,10.81,4,0.0,0.5,0.3,320,
39,3136,-7.0,0.0,10.2,5,0.0,0.2,0.3,320,
40,3200,-5.9,0.0,6.0,3,0.6667,0.6667,0.3,330,
41,3200,-6.8,0.0,12.0,6,0.1667,0.0,0.3,330,
42,3200,-5.9,0.0,6.0,3,0.0,0.0,0.3,330,
43,3200,-6.5,0.0,10.0,5,0.2,0.6,0.3,330,
44,3200,-6.5,0.0,10.0,5,0.0,0.2,0.3,330,
45,3200,-5.9,0.0,6.0,3,0.3333,0.3333,0.3,330,
46,3200,-5.8,0.0,12.0,6,0.0,0.0,0.3,330,
47,3200,-6.8,0.0,12.0,6,0.0,0.6667,0.3,330,
48,3200,-5.6,0.0,4.0,2,0.0,0.5,0.3,330,
49,3200,-5.9,0.0,6.0,3,0.0,0.3333,0.3,330,
50,3200,-6.2,0.0,8.0,4,0.0,0.25,0.3,330,
51,3200,-5.5,0.0,10.0,5,0.0,0.2,0.3,330,
52,3200,-6.5,0.0,10.0,5,0.0,0.0,0.3,330,
53,3200,-6.7,0.0,18.0,9,0.1111,0.1111,0.3,330,
54,3200,-7.1,0.0,14.0,7,0.1429,0.2857,0.3,330,
55,3200,-6.7,0.0,18.0,9,0.4444,0.4444,0.3,330,
56,3200,-5.9,0.0,6.0,3,0.0,0.3333,0.3,330,
57,3200,-5.9,0.0,6.0,3,0.6667,0.3333,0.3,330,
58,3200,-5.5,0.0,10.0,5,0.2,0.2,0.3,330,
59,3200,-6.5,0.0,10.0,5,0.2,0.4,0.3,330,
60,3200,-6.5,0.0,10.0,5,0.2,0.0,0.3,330,
61,3200,-7.7,0.0,18.0,9,0.1111,0.1111,0.3,330,
62,3200,-5.8,0.0,12.0,6,0.3333,0.3333,0.3,330,
63,3200,-6.5,0.0,6.0,3,0.0,0.0,0.3,330,
64,3200,-7.4,0.0,16.0,8,0.0,0.375,0.3,330,
65,3200,-6.2,0.0,8.0,4,0.0,0.5,0.3,330,
66,3200,-5.5,0.0,10.0,5,0.0,0.2,0.3,330,
67,3200,-6.5,0.0,10.0,5,0.0,0.2,0.3,330,
68,3200,-6.5,0.0,10.0,5,0.2,0.0,0.3,330,
69,3200,-6.1,0.0,14.0,7,0.1429,0.1429,0.3,330,
