episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,cum_queries,first_unguided_success
347,17920,-5.0,0.0,0.0,0,,0,
348,17920,-5.0,0.0,0.0,0,,0,
349,17920,-4.0,0.0,0.0,0,,0,
350,17920,-5.0,0.0,0.0,0,,0,
351,17920,-5.0,0.0,0.0,0,,0,
352,17920,-5.0,0.0,0.0,0,,0,
353,17920,-5.0,0.0,0.0,0,,0,
354,18048,-5.0,0.0,0.0,0,,0,
355,18048,-4.0,0.0,0.0,0,,0,
356,18080,10.5,1.0,0.0,0,,0,
357,18144,-5.0,0.0,0.0,0,,0,
358,18208,-5.0,0.0,0.0,0,,0,
359,18336,-4.0,0.0,0.0,0,,0,
360,18336,-4.0,0.0,0.0,0,,0,
361,18336,-5.0,0.0,0.0,0,,0,
362,18464,-5.0,0.0,0.0,0,,0,
363,18592,-5.0,0.0,0.0,0,,0,
364,18624,8.7,1.0,0.0,0,,0,
365,18688,-5.0,0.0,0.0,0,,0,
366,18944,10.2,1.0,0.0,0,,0,
367,19168,8.2,1.0,0.0,0,,0,
368,19328,-5.0,0.0,0.0,0,,0,
369,19360,-5.0,0.0,0.0,0,,0,
370,19360,-4.0,0.0,0.0,0,,0,
371,19424,-5.0,0.0,0.0,0,,0,
372,19552,-5.0,0.0,0.0,0,,0,
373,19552,-5.0,0.0,0.0,0,,0,
374,19552,-5.0,0.0,0.0,0,,0,
375,19552,-5.0,0.0,0.0,0,,0,
376,19552,-4.0,0.0,0.0,0,,0,
377,19552,-4.0,0.0,0.0,0,,0,
378,19552,-5.0,0.0,0.0,0,,0,
379,19552,-5.0,0.0,0.0,0,,0,
380,19552,-4.0,0.0,0.0,0,,0,
381,19552,-5.0,0.0,0.0,0,,0,
382,19552,-5.0,0.0,0.0,0,,0,
383,19552,-4.0,0.0,0.0,0,,0,
384,19552,-5.0,0.0,0.0,0,,0,
385,19552,-5.0,0.0,0.0,0,,0,
386,19552,-4.0,0.0,0.0,0,,0,
387,19680,-5.0,0.0,0.0,0,,0,
388,19680,-4.0,0.0,0.0,0,,0,
389,19712,-5.0,0.0,0.0,0,,0,
390,19776,-4.0,0.0,0.0,0,,0,
391,19840,-4.0,0.0,0.0,0,,0,
392,19968,-5.0,0.0,0.0,0,,0,
393,19968,-5.0,0.0,0.0,0,,0,
394,20096,-4.0,0.0,0.0,0,,0,
395,20224,-5.0,0.0,0.0,0,,0,
396,20256,-4.0,0.0,0.0,0,,0,
397,20320,-4.0,0.0,0.0,0,,0,
398,20576,-4.0,0.0,0.0,0,,0,
399,20800,-5.0,0.0,0.0,0,,0,
400,20960,-5.0,0.0,0.0,0,,0,
401,20992,-5.0,0.0,0.0,0,,0,
402,20992,-4.0,0.0,0.0,0,,0,
403,21056,-5.0,0.0,0.0,0,,0,
404,21184,-5.0,0.0,0.0,0,,0,
405,21184,-5.0,0.0,0.0,0,,0,
406,21184,-5.0,0.0,0.0,0,,0,
407,21184,-5.0,0.0,0.0,0,,0,
408,21184,-5.0,0.0,0.0,0,,0,
409,21184,-5.0,0.0,0.0,0,,0,
410,21184,-4.0,0.0,0.0,0,,0,
411,21184,-5.0,0.0,0.0,0,,0,
412,21184,-5.0,0.0,0.0,0,,0,
413,21184,-5.0,0.0,0.0,0,,0,
414,21184,-5.0,0.0,0.0,0,,0,
415,21184,-5.0,0.0,0.0,0,,0,
416,21184,-5.0,0.0,0.0,0,,0,
417,21184,-5.0,0.0,0.0,0,,0,
418,21184,-4.0,0.0,0.0,0,,0,
419,21312,-5.0,0.0,0.0,0,,0,
420,21312,-5.0,0.0,0.0,0,,0,
421,21344,-5.0,0.0,0.0,0,,0,
422,21408,-5.0,0.0,0.0,0,,0,
423,21472,-4.0,0.0,0.0,0,,0,
424,21600,-5.0,0.0,0.0,0,,0,
425,21600,-5.0,0.0,0.0,0,,0,
426,21728,-5.0,0.0,0.0,0,,0,
427,21856,-5.0,0.0,0.0,0,,0,
428,21888,-5.0,0.0,0.0,0,,0,
429,21952,-5.0,0.0,0.0,0,,0,
430,22208,-5.0,0.0,0.0,0,,0,
431,22432,-5.0,0.0,0.0,0,,0,
432,22592,-5.0,0.0,0.0,0,,0,
433,22624,-5.0,0.0,0.0,0,,0,
434,22624,-5.0,0.0,0.0,0,,0,
435,22688,-5.0,0.0,0.0,0,,0,
436,22816,-4.0,0.0,0.0,0,,0,
437,22816,-4.0,0.0,0.0,0,,0,
438,22816,-5.0,0.0,0.0,0,,0,
439,22816,-5.0,0.0,0.0,0,,0,
440,22816,-4.0,0.0,0.0,0,,0,
441,22816,-5.0,0.0,0.0,0,,0,
442,22816,-5.0,0.0,0.0,0,,0,
443,22816,-5.0,0.0,0.0,0,,0,
444,22816,-4.0,0.0,0.0,0,,0,
445,22816,-5.0,0.0,0.0,0,,0,
446,22816,-5.0,0.0,0.0,0,,0,
447,22816,-5.0,0.0,0.0,0,,0,
448,22816,-4.0,0.0,0.0,0,,0,
449,22816,-5.0,0.0,0.0,0,,0,
450,22816,-5.0,0.0,0.0,0,,0,
451,22944,-5.0,0.0,0.0,0,,0,
452,22944,-4.0,0.0,0.0,0,,0,
453,22976,-4.0,0.0,0.0,0,,0,
454,23040,-4.0,0.0,0.0,0,,0,
455,23104,-5.0,0.0,0.0,0,,0,
456,23232,-4.0,0.0,0.0,0,,0,
457,23232,-4.0,0.0,0.0,0,,0,
458,23360,-5.0,0.0,0.0,0,,0,
459,23488,-5.0,0.0,0.0,0,,0,
460,23520,-5.0,0.0,0.0,0,,0,
461,23584,-5.0,0.0,0.0,0,,0,
462,23840,-4.0,0.0,0.0,0,,0,
463,23936,8.0,1.0,0.0,0,,0,
464,24064,-5.0,0.0,0.0,0,,0,
465,24160,8.4,1.0,0.0,0,,0,
466,24224,-4.0,0.0,0.0,0,,0,
467,24256,-5.0,0.0,0.0,0,,0,
468,24320,-4.0,0.0,0.0,0,,0,
469,24448,-5.0,0.0,0.0,0,,0,
470,24448,-5.0,0.0,0.0,0,,0,
471,24448,-4.0,0.0,0.0,0,,0,
472,24448,-5.0,0.0,0.0,0,,0,
473,24448,-5.0,0.0,0.0,0,,0,
474,24448,-5.0,0.0,0.0,0,,0,
475,24448,-5.0,0.0,0.0,0,,0,
476,24448,-5.0,0.0,0.0,0,,0,
477,24448,-5.0,0.0,0.0,0,,0,
478,24448,-5.0,0.0,0.0,0,,0,
479,24448,-5.0,0.0,0.0,0,,0,
480,24448,-4.0,0.0,0.0,0,,0,
481,24448,-5.0,0.0,0.0,0,,0,
482,24448,-5.0,0.0,0.0,0,,0,
483,24448,-5.0,0.0,0.0,0,,0,
484,24576,-5.0,0.0,0.0,0,,0,
485,24576,-5.0,0.0,0.0,0,,0,
486,24672,-5.0,0.0,0.0,0,,0,
487,24736,-5.0,0.0,0.0,0,,0,
488,24864,-5.0,0.0,0.0,0,,0,
489,24864,-5.0,0.0,0.0,0,,0,
490,24992,-5.0,0.0,0.0,0,,0,
491,25120,-5.0,0.0,0.0,0,,0,
492,25152,-5.0,0.0,0.0,0,,0,
493,25216,-4.0,0.0,0.0,0,,0,
494,25472,-4.0,0.0,0.0,0,,0,
495,25568,-4.0,0.0,0.0,0,,0,
496,25664,7.6,1.0,0.0,0,,0,
497,25696,-5.0,0.0,0.0,0,,0,
498,25792,-5.0,0.0,0.0,0,,0,
499,25888,-5.0,0.0,0.0,0,,0,
500,25952,-5.0,0.0,0.0,0,,0,
501,26080,-5.0,0.0,0.0,0,,0,
502,26080,-5.0,0.0,0.0,0,,0,
503,26080,-5.0,0.0,0.0,0,,0,
504,26080,-5.0,0.0,0.0,0,,0,
505,26080,-5.0,0.0,0.0,0,,0,
506,26080,-5.0,0.0,0.0,0,,0,
507,26080,-5.0,0.0,0.0,0,,0,
508,26080,-5.0,0.0,0.0,0,,0,
509,26080,-5.0,0.0,0.0,0,,0,
510,26080,-4.0,0.0,0.0,0,,0,
511,26080,-5.0,0.0,0.0,0,,0,
512,26080,-5.0,0.0,0.0,0,,0,
513,26080,-5.0,0.0,0.0,0,,0,
514,26080,-4.0,0.0,0.0,0,,0,
515,26080,-5.0,0.0,0.0,0,,0,
516,26208,-5.0,0.0,0.0,0,,0,
517,26208,-5.0,0.0,0.0,0,,0,
518,26304,-4.0,0.0,0.0,0,,0,
519,26368,-4.0,0.0,0.0,0,,0,
520,26400,7.3,1.0,0.0,0,,0,
521,26496,-5.0,0.0,0.0,0,,0,
522,26624,-5.0,0.0,0.0,0,,0,
523,26752,-4.0,0.0,0.0,0,,0,
524,26784,-4.0,0.0,0.0,0,,0,
525,26848,-4.0,0.0,0.0,0,,0,
526,27008,9.2,1.0,0.0,0,,0,
527,27104,-5.0,0.0,0.0,0,,0,
528,27200,-5.0,0.0,0.0,0,,0,
529,27296,-5.0,0.0,0.0,0,,0,
530,27328,-5.0,0.0,0.0,0,,0,
531,27424,-5.0,0.0,0.0,0,,0,
532,27520,9.7,1.0,0.0,0,,0,
533,27520,-5.0,0.0,0.0,0,,0,
534,27584,-4.0,0.0,0.0,0,,0,
535,27712,-4.0,0.0,0.0,0,,0,
536,27712,-5.0,0.0,0.0,0,,0,
537,27712,-5.0,0.0,0.0,0,,0,
538,27712,-5.0,0.0,0.0,0,,0,
539,27712,-5.0,0.0,0.0,0,,0,
540,27712,-5.0,0.0,0.0,0,,0,
541,27712,-4.0,0.0,0.0,0,,0,
542,27712,-5.0,0.0,0.0,0,,0,
543,27712,-5.0,0.0,0.0,0,,0,
544,27712,-5.0,0.0,0.0,0,,0,
545,27712,-5.0,0.0,0.0,0,,0,
546,27712,-4.0,0.0,0.0,0,,0,
547,27712,-5.0,0.0,0.0,0,,0,
548,27712,-5.0,0.0,0.0,0,,0,
549,27840,-5.0,0.0,0.0,0,,0,
550,27840,-5.0,0.0,0.0,0,,0,
551,27936,-4.0,0.0,0.0,0,,0,
552,28000,-5.0,0.0,0.0,0,,0,
553,28032,-5.0,0.0,0.0,0,,0,
554,28128,-4.0,0.0,0.0,0,,0,
555,28256,-4.0,0.0,0.0,0,,0,
556,28416,-4.0,0.0,0.0,0,,0,
557,28480,-5.0,0.0,0.0,0,,0,
558,28640,-5.0,0.0,0.0,0,,0,
559,28736,-4.0,0.0,0.0,0,,0,
560,28832,-4.0,0.0,0.0,0,,0,
561,28928,-5.0,0.0,0.0,0,,0,
562,28960,-5.0,0.0,0.0,0,,0,
563,28992,8.5,1.0,0.0,0,,0,
564,29056,-5.0,0.0,0.0,0,,0,
565,29152,-4.0,0.0,0.0,0,,0,
566,29152,-4.0,0.0,0.0,0,,0,
567,29216,-5.0,0.0,0.0,0,,0,
568,29344,-5.0,0.0,0.0,0,,0,
569,29344,-5.0,0.0,0.0,0,,0,
570,29344,-5.0,0.0,0.0,0,,0,
571,29344,-4.0,0.0,0.0,0,,0,
572,29344,-5.0,0.0,0.0,0,,0,
573,29344,-5.0,0.0,0.0,0,,0,
574,29344,-5.0,0.0,0.0,0,,0,
575,29344,-4.0,0.0,0.0,0,,0,
576,29344,-4.0,0.0,0.0,0,,0,
577,29344,-5.0,0.0,0.0,0,,0,
578,29344,-5.0,0.0,0.0,0,,0,
579,29344,-5.0,0.0,0.0,0,,0,
580,29344,-5.0,0.0,0.0,0,,0,
