episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,cum_queries,first_unguided_success
1,800,-4.0,0.0,0.0,0,,0,
2,800,-4.0,0.0,0.0,0,,0,
3,800,-5.0,0.0,0.0,0,,0,
4,800,-4.0,0.0,0.0,0,,0,
5,800,-5.0,0.0,0.0,0,,0,
6,800,-4.0,0.0,0.0,0,,0,
7,800,-4.0,0.0,0.0,0,,0,
8,800,-4.0,0.0,0.0,0,,0,
9,800,-5.0,0.0,0.0,0,,0,
10,800,-5.0,0.0,0.0,0,,0,
11,800,-5.0,0.0,0.0,0,,0,
12,800,-4.0,0.0,0.0,0,,0,
13,800,-5.0,0.0,0.0,0,,0,
14,800,-4.0,0.0,0.0,0,,0,
15,800,-4.0,0.0,0.0,0,,0,
16,800,-4.0,0.0,0.0,0,,0,
17,1616,-4.0,0.0,0.0,0,,0,
18,1616,-5.0,0.0,0.0,0,,0,
19,1616,-5.0,0.0,0.0,0,,0,
20,1616,-5.0,0.0,0.0,0,,0,
21,1616,-4.0,0.0,0.0,0,,0,
22,1616,-4.0,0.0,0.0,0,,0,
23,1616,-5.0,0.0,0.0,0,,0,
24,1616,-5.0,0.0,0.0,0,,0,
25,1616,-5.0,0.0,0.0,0,,0,
26,1616,-4.0,0.0,0.0,0,,0,
27,1616,-5.0,0.0,0.0,0,,0,
28,1616,-4.0,0.0,0.0,0,,0,
29,1616,-4.0,0.0,0.0,0,,0,
30,1616,-5.0,0.0,0.0,0,,0,
31,1616,-4.0,0.0,0.0,0,,0,
32,1616,-4.0,0.0,0.0,0,,0,
33,2432,-5.0,0.0,0.0,0,,0,
34,2432,-4.0,0.0,0.0,0,,0,
35,2432,-5.0,0.0,0.0,0,,0,
36,2432,-4.0,0.0,0.0,0,,0,
37,2432,-5.0,0.0,0.0,0,,0,
38,2432,-5.0,0.0,0.0,0,,0,
39,2432,-5.0,0.0,0.0,0,,0,
40,2432,-5.0,0.0,0.0,0,,0,
41,2432,-5.0,0.0,0.0,0,,0,
42,2432,-5.0,0.0,0.0,0,,0,
43,2432,-5.0,0.0,0.0,0,,0,
44,2432,-5.0,0.0,0.0,0,,0,
45,2432,-5.0,0.0,0.0,0,,0,
46,2432,-4.0,0.0,0.0,0,,0,
47,2432,-4.0,0.0,0.0,0,,0,
48,2432,-5.0,0.0,0.0,0,,0,
49,3248,-5.0,0.0,0.0,0,,0,
50,3248,-4.0,0.0,0.0,0,,0,
51,3248,-4.0,0.0,0.0,0,,0,
52,3248,-4.0,0.0,0.0,0,,0,
53,3248,-4.0,0.0,0.0,0,,0,
54,3248,-5.0,0.0,0.0,0,,0,
55,3248,-5.0,0.0,0.0,0,,0,
56,3248,-5.0,0.0,0.0,0,,0,
57,3248,-5.0,0.0,0.0,0,,0,
58,3248,-5.0,0.0,0.0,0,,0,
59,3248,-4.0,0.0,0.0,0,,0,
60,3248,-5.0,0.0,0.0,0,,0,
61,3248,-5.0,0.0,0.0,0,,0,
62,3248,-5.0,0.0,0.0,0,,0,
63,3248,-5.0,0.0,0.0,0,,0,
64,3248,-5.0,0.0,0.0,0,,0,
65,4064,-5.0,0.0,0.0,0,,0,
66,4064,-5.0,0.0,0.0,0,,0,
67,4064,-5.0,0.0,0.0,0,,0,
68,4064,-4.0,0.0,0.0,0,,0,
69,4064,-5.0,0.0,0.0,0,,0,
70,4064,-5.0,0.0,0.0,0,,0,
71,4064,-4.0,0.0,0.0,0,,0,
72,4064,-5.0,0.0,0.0,0,,0,
73,4064,-5.0,0.0,0.0,0,,0,
74,4064,-5.0,0.0,0.0,0,,0,
75,4064,-5.0,0.0,0.0,0,,0,
76,4064,-5.0,0.0,0.0,0,,0,
77,4064,-5.0,0.0,0.0,0,,0,
78,4064,-5.0,0.0,0.0,0,,0,
79,4064,-4.0,0.0,0.0,0,,0,
80,4064,-5.0,0.0,0.0,0,,0,
81,4880,-4.0,0.0,0.0,0,,0,
82,4880,-5.0,0.0,0.0,0,,0,
83,4880,-5.0,0.0,0.0,0,,0,
