episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,cum_queries,first_unguided_success
1,400,-5.0,0.0,0.0,0,,0,
2,400,-4.0,0.0,0.0,0,,0,
3,400,-4.0,0.0,0.0,0,,0,
4,400,-4.0,0.0,0.0,0,,0,
5,400,-5.0,0.0,0.0,0,,0,
6,400,-4.0,0.0,0.0,0,,0,
7,400,-5.0,0.0,0.0,0,,0,
8,400,-4.0,0.0,0.0,0,,0,
9,808,-5.0,0.0,0.0,0,,0,
10,808,-4.0,0.0,0.0,0,,0,
11,808,-5.0,0.0,0.0,0,,0,
12,808,-5.0,0.0,0.0,0,,0,
13,808,-4.0,0.0,0.0,0,,0,
14,808,-5.0,0.0,0.0,0,,0,
15,808,-4.0,0.0,0.0,0,,0,
16,808,-4.0,0.0,0.0,0,,0,
17,1216,-5.0,0.0,0.0,0,,0,
18,1216,-5.0,0.0,0.0,0,,0,
19,1216,-5.0,0.0,0.0,0,,0,
20,1216,-5.0,0.0,0.0,0,,0,
21,1216,-5.0,0.0,0.0,0,,0,
22,1216,-4.0,0.0,0.0,0,,0,
23,1216,-5.0,0.0,0.0,0,,0,
24,1216,-5.0,0.0,0.0,0,,0,
25,1624,-4.0,0.0,0.0,0,,0,
26,1624,-5.0,0.0,0.0,0,,0,
27,1624,-5.0,0.0,0.0,0,,0,
28,1624,-4.0,0.0,0.0,0,,0,
29,1624,-4.0,0.0,0.0,0,,0,
30,1624,-4.0,0.0,0.0,0,,0,
31,1624,-5.0,0.0,0.0,0,,0,
32,1624,-5.0,0.0,0.0,0,,0,
33,2032,-5.0,0.0,0.0,0,,0,
34,2032,-5.0,0.0,0.0,0,,0,
35,2032,-5.0,0.0,0.0,0,,0,
36,2032,-4.0,0.0,0.0,0,,0,
37,2032,-4.0,0.0,0.0,0,,0,
38,2032,-5.0,0.0,0.0,0,,0,
39,2032,-4.0,0.0,0.0,0,,0,
40,2032,-5.0,0.0,0.0,0,,0,
41,2128,10.9,1.0,0.0,0,,0,41
42,2440,-5.0,0.0,0.0,0,,0,
43,2440,-4.0,0.0,0.0,0,,0,
44,2440,-5.0,0.0,0.0,0,,0,
45,2440,-5.0,0.0,0.0,0,,0,
46,2440,-5.0,0.0,0.0,0,,0,
47,2440,-5.0,0.0,0.0,0,,0,
48,2440,-5.0,0.0,0.0,0,,0,
49,2536,-5.0,0.0,0.0,0,,0,
50,2848,-4.0,0.0,0.0,0,,0,
51,2848,-5.0,0.0,0.0,0,,0,
52,2848,-4.0,0.0,0.0,0,,0,
53,2848,-5.0,0.0,0.0,0,,0,
54,2848,-5.0,0.0,0.0,0,,0,
55,2848,-5.0,0.0,0.0,0,,0,
56,2848,-5.0,0.0,0.0,0,,0,
57,2944,-5.0,0.0,0.0,0,,0,
58,3256,-5.0,0.0,0.0,0,,0,
59,3256,-5.0,0.0,0.0,0,,0,
60,3256,-5.0,0.0,0.0,0,,0,
61,3256,-5.0,0.0,0.0,0,,0,
62,3256,-5.0,0.0,0.0,0,,0,
63,3256,-5.0,0.0,0.0,0,,0,
64,3256,-5.0,0.0,0.0,0,,0,
65,3352,-5.0,0.0,0.0,0,,0,
66,3664,-5.0,0.0,0.0,0,,0,
67,3664,-4.0,0.0,0.0,0,,0,
68,3664,-5.0,0.0,0.0,0,,0,
69,3664,-5.0,0.0,0.0,0,,0,
70,3664,-5.0,0.0,0.0,0,,0,
71,3664,-5.0,0.0,0.0,0,,0,
72,3664,-5.0,0.0,0.0,0,,0,
73,3760,-5.0,0.0,0.0,0,,0,
74,4072,-5.0,0.0,0.0,0,,0,
75,4072,-5.0,0.0,0.0,0,,0,
76,4072,-5.0,0.0,0.0,0,,0,
77,4072,-5.0,0.0,0.0,0,,0,
78,4072,-5.0,0.0,0.0,0,,0,
79,4072,-5.0,0.0,0.0,0,,0,
80,4072,-5.0,0.0,0.0,0,,0,
81,4168,-5.0,0.0,0.0,0,,0,
82,4480,-5.0,0.0,0.0,0,,0,
83,4480,-5.0,0.0,0.0,0,,0,
84,4480,-5.0,0.0,0.0,0,,0,
85,4480,-5.0,0.0,0.0,0,,0,
86,4480,-5.0,0.0,0.0,0,,0,
87,4480,-5.0,0.0,0.0,0,,0,
88,4480,-5.0,0.0,0.0,0,,0,
89,4576,-4.0,0.0,0.0,0,,0,
90,4888,-5.0,0.0,0.0,0,,0,
91,4888,-4.0,0.0,0.0,0,,0,
92,4888,-5.0,0.0,0.0,0,,0,
93,4888,-5.0,0.0,0.0,0,,0,
94,4888,-5.0,0.0,0.0,0,,0,
95,4888,-5.0,0.0,0.0,0,,0,
96,4888,-5.0,0.0,0.0,0,,0,
