episode,global_step,ep_return,success,guided_pct,queries_per_ep,agreement_rate,oracle_correct_rate,oracle_cost,cum_queries,first_unguided_success
1,384,-0.5,0.0,16.67,1,0.0,0.0,0.000384,45,
2,640,-1.9,0.0,10.0,1,0.0,0.0,0.00064,68,
3,768,-2.1004,0.0,16.67,2,0.0,0.5,0.000768,78,
4,768,-2.1007,0.0,25.0,3,0.0,0.6667,0.000768,78,
5,896,-2.3,0.0,7.14,1,0.0,0.0,0.000896,93,
6,896,-2.3001,0.0,14.29,2,0.0,0.5,0.000896,93,
7,960,-2.4,0.0,6.67,1,0.0,0.0,0.00096,99,
8,960,-2.4008,0.0,26.67,4,0.0,0.75,0.00096,99,
9,960,10.499,1.0,6.67,1,0.0,1.0,0.00096,99,
10,1152,-2.7,0.0,5.56,1,0.0,0.0,0.001152,125,
11,1152,-2.7001,0.0,11.11,2,0.0,0.5,0.001152,125,
12,1152,10.1974,1.0,22.22,4,0.25,1.0,0.001152,125,
13,1280,-2.9032,0.0,25.0,5,0.2,0.8,0.00128,135,
14,1344,-3.0002,0.0,9.52,2,0.5,0.5,0.001344,140,
15,1408,-3.1004,0.0,9.09,2,0.0,0.5,0.001408,147,
16,1536,-3.3,0.0,4.17,1,0.0,0.0,0.001536,161,
17,1536,-2.0012,0.0,16.67,2,0.0,0.5,0.001536,161,
18,1664,-3.5024,0.0,11.54,3,0.3333,0.6667,0.001664,168,
19,1664,-1.6015,0.0,25.0,2,0.0,0.5,0.001664,168,
20,1728,-3.6003,0.0,7.41,2,0.0,0.5,0.001728,177,
21,1728,-2.6001,0.0,7.41,2,0.0,0.5,0.001728,177,
22,1856,-2.8026,0.0,13.79,4,0.0,0.75,0.001856,193,
23,1856,-3.8006,0.0,6.9,2,0.0,0.5,0.001856,193,
24,1984,-4.0007,0.0,9.68,3,0.0,0.6667,0.001984,208,
25,2048,8.7932,1.0,15.62,5,0.0,1.0,0.002048,210,
26,2112,8.6981,1.0,6.06,2,0.0,1.0,0.002112,214,
27,2112,-4.2011,0.0,6.06,2,0.0,0.5,0.002112,214,
28,2240,-2.2015,0.0,14.29,2,0.0,0.5,0.00224,229,
29,2240,8.4975,1.0,5.71,2,0.0,1.0,0.00224,229,
30,2304,-1.9,0.0,4.76,1,0.0,0.0,0.002304,233,
31,2304,-3.5037,0.0,16.67,6,0.0,0.8333,0.002304,233,
32,2368,-1.9,0.0,9.09,1,0.0,0.0,0.002368,239,
33,2432,-4.7003,0.0,5.26,2,0.0,0.5,0.002432,246,
34,2560,-3.901,0.0,5.0,2,0.5,0.5,0.00256,262,
35,2752,-1.5026,0.0,28.57,2,0.0,0.5,0.002752,285,
36,2816,-5.3024,0.0,9.09,4,0.0,0.75,0.002816,291,
37,2880,-4.7068,0.0,12.82,5,0.0,0.8,0.00288,298,
38,2944,-4.504,0.0,8.7,4,0.0,0.75,0.002944,302,
39,3008,-4.6022,0.0,6.38,3,0.3333,0.6667,0.003008,306,
40,3200,-5.0014,0.0,6.0,3,0.3333,1.0,0.0032,332,
