episode,global_step,ep_return,success,guided_pct,queries_per_ep,bc_loss,agreement_rate,cum_queries,first_unguided_success
1,664,1.1333,1.0,18.07,15,0.0,0.0,95,
2,864,0.8981,1.0,17.59,19,0.0,0.2105,125,
3,1184,0.4419,1.0,18.24,27,0.0,0.1481,170,
4,1448,0.3955,1.0,14.92,27,0.0,0.037,200,
5,2512,-0.4416,0.0,12.74,40,0.0,0.0,338,
6,2536,0.7102,1.0,16.18,22,0.0,0.0,339,
7,2576,-0.4528,0.0,12.42,40,0.0,0.0,345,
8,2624,-0.7113,0.0,13.72,45,0.0,0.0,350,
9,2632,0.4406,1.0,11.31,25,0.0,0.0,351,
10,3352,1.258,1.0,11.76,12,0.0,0.1667,440,
11,3368,0.2175,1.0,10.26,28,0.0,0.0,440,
12,4128,-1.8256,0.0,12.02,62,0.0,0.0484,537,
13,4144,0.3645,1.0,13.24,27,0.0,0.1111,540,
14,4592,0.9834,1.0,10.32,16,0.0,0.1875,567,
15,4704,0.4773,1.0,8.65,23,0.0,0.1304,577,
16,4872,-1.7883,0.0,11.6,61,0.0,0.0328,594,
17,5520,-0.4577,0.0,10.77,39,0.0,0.0769,659,
18,5632,-0.8259,0.0,12.27,46,0.0,0.0652,671,
19,5720,1.3023,1.0,10.38,11,0.0,0.2727,676,
20,8280,-0.5469,0.0,8.24,38,0.0,0.1842,845,
21,8360,-1.1761,0.0,7.37,46,0.0,0.0435,849,
22,8688,-0.8502,0.0,7.19,41,0.0,0.0488,858,
23,9168,1.5953,1.0,4.5,5,0.0,0.0,873,
24,9272,-1.35,0.0,5.77,37,0.0,0.027,876,
25,9792,-0.1298,0.0,5.38,28,0.0,0.2143,907,
26,9832,-1.8,0.0,8.74,56,0.0,0.0893,910,
27,10336,1.4461,1.0,4.79,7,0.0,0.2857,939,
28,10648,-0.85,0.0,5.77,37,0.0,0.027,956,
29,10848,-0.9,0.0,4.37,28,0.0,0.0714,963,
30,10856,1.123,1.0,6.06,12,0.0,0.0833,963,
31,11616,1.6178,1.0,5.26,5,0.0,0.2,995,
32,11928,0.4819,1.0,4.69,19,0.0,0.0526,1008,
33,13032,0.6819,1.0,3.7,15,0.0,0.0667,1054,
34,13488,-1.05,0.0,4.84,31,0.0,0.0323,1075,
35,13552,0.7361,1.0,3.48,14,0.0,0.2143,1077,
36,13840,0.8755,1.0,3.21,12,0.0,0.0833,1083,
37,14096,0.6155,1.0,6.13,19,0.0,0.2632,1096,
38,14960,0.0,1.0,3.12,20,0.0,0.05,1122,
39,15776,-0.35,0.0,2.65,17,0.0,0.1176,1147,
40,16144,0.9414,1.0,5.47,14,0.0,0.2143,1165,
41,16192,1.088,1.0,3.4,10,0.0,0.2,1169,
42,16744,1.6459,1.0,6.67,5,0.0,0.4,1190,
43,16800,0.1891,1.0,4.88,23,0.0,0.1304,1192,
44,17056,-0.25,0.0,3.9,25,0.0,0.16,1200,
45,17184,1.3039,1.0,5.11,9,0.0,0.3333,1206,
46,18616,-0.55,0.0,3.28,21,0.0,0.0952,1238,
47,18680,0.2,1.0,0.94,6,0.0,0.1667,1239,
48,20088,-0.7,0.0,3.74,24,0.0,0.125,1271,
49,20920,1.0964,1.0,3.47,10,0.0,0.0,1286,
50,21320,-0.2,0.0,2.18,14,0.0,0.0714,1291,
51,21528,0.2378,1.0,3.68,20,0.0,0.0,1295,
52,21872,0.1,1.0,2.81,18,0.0,0.0556,1300,
53,21928,0.45,1.0,1.72,11,0.0,0.0,1301,
54,22184,0.2,1.0,0.94,6,0.0,0.0,1302,
55,23808,0.0,1.0,1.56,10,0.0,0.0,1324,
56,24968,1.362,1.0,0.86,3,0.0,0.0,1330,
57,25216,-0.2,0.0,2.18,14,0.0,0.0,1332,
58,26048,0.3,1.0,0.62,4,0.0,0.0,1334,
59,26448,0.3,1.0,0.62,4,0.0,0.0,1335,
60,26656,0.2,1.0,0.94,6,0.0,0.0,1336,
61,27000,0.9,1.0,0.31,2,0.0,0.0,1336,
62,27056,0.4,1.0,0.31,2,0.0,0.0,1336,
63,27104,1.422,1.0,0.0,0,0.0,,1336,63
64,28704,1.6519,1.0,0.47,1,0.0,0.0,1348,
65,28816,1.1186,1.0,1.11,5,0.0,0.2,1348,
66,30096,0.95,1.0,0.16,1,0.0,0.0,1354,
67,30120,1.4212,1.0,0.27,1,0.0,1.0,1354,
68,31176,0.75,1.0,0.78,5,0.0,0.0,1358,
69,31576,0.3,1.0,0.62,4,0.0,0.0,1360,
70,31784,0.75,1.0,0.78,5,0.0,0.0,1360,
71,32184,0.45,1.0,0.16,1,0.0,0.0,1361,
72,33008,1.7497,1.0,0.0,0,0.0,,1362,
73,33832,0.45,1.0,0.16,1,0.0,0.0,1363,
74,33944,0.5,1.0,0.0,0,0.0,,1363,
75,35224,0.4,1.0,0.31,2,0.0,0.0,1366,
